dataset,sample_id,path_index,experiment_id,shots_in_icl,icl_sample_source,sketch_gen_model,code_gen_model,has_sketch,raw_output,parsed_output,true_label,is_correct,is_syntax_error,solver_error_type,is_solver_timeout,is_runtime_error,is_syntax_parse_error,pruned_by_existence,existence_pruning_result,pruned_by_uniqueness,uniqueness_pruning_result,existence_uniqueness_pruning_result
AR-LSAT,201412_2-G_3_14,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[2, 3]","[2, 3]",3,False,False,,False,False,False,False,"[2, 3]",True,,
AR-LSAT,201412_2-G_3_14,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201110_2-G_3_15,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmp7qffocd3.py"", line 16, in <module>
    solver.add(PbAtLeast(*[(first[i][j], 1) for j in range(4)], 1))
               ^^^^^^^^^
NameError: name 'PbAtLeast' is not defined

Stdout: ",syntax error,3,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201110_2-G_3_15,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmp186i7mxx.py"", line 17, in <module>
    solver.add(PbAtMost([(d1[r][b], 1) for b in range(4)], 1))
               ^^^^^^^^
NameError: name 'PbAtMost' is not defined

Stdout: ",syntax error,3,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201110_2-G_3_15,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[2, 3]","[2, 3]",3,False,False,,False,False,False,False,"[2, 3]",True,,
AR-LSAT,201110_2-G_3_15,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmp3tlnqsy6.py"", line 14, in <module>
    solver.add(PbAtLeast(*[(first[i][j], 1) for j in range(4)], 1))
               ^^^^^^^^^
NameError: name 'PbAtLeast' is not defined

Stdout: ",syntax error,3,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201110_2-G_3_15,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201110_2-G_3_15,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmph0e9a8pt.py"", line 16, in <module>
    solver.add(PbAtLeast([(r1[i][j], 1) for j in range(4)], 1))
               ^^^^^^^^^
NameError: name 'PbAtLeast' is not defined

Stdout: ",syntax error,3,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201110_2-G_3_15,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201606_2-G_2_8,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201606_2-G_2_8,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 3, 4]","[0, 1, 3, 4]",0,False,False,,False,False,False,False,"[0, 1, 3, 4]",True,,
AR-LSAT,201606_2-G_2_8,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201606_2-G_2_8,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201606_2-G_2_8,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201606_2-G_2_8,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201606_2-G_2_8,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201606_2-G_2_8,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201206_3-G_3_12,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,1,[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,1,[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Choice 1: {0: 1, 5: 1, 4: 2, 6: 2, 1: 3, 2: 3, 3: 3}",[],1,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_3_12,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,1,[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201206_3-G_3_12,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201510_3-G_1_1,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"['Villas', 'White', 'Stanton', 'Peters', 'Quinn', 'Tao', 'Rovero']",[],3,False,False,,False,False,False,True,,False,[],
AR-LSAT,201510_3-G_1_1,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"['Villas', 'White', 'Stanton', 'Peters', 'Quinn', 'Tao', 'Rovero']",[],3,False,False,,False,False,False,True,,False,[],
AR-LSAT,201510_3-G_1_1,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmp94ozwsk3.py"", line 24, in <module>
    0 <= order.index(VILLAS),
         ~~~~~~~~~~~^^^^^^^^
ValueError: 5 is not in list

Stdout: ",syntax error,3,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201510_3-G_1_1,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"['Villas', 'White', 'Stanton', 'Peters', 'Quinn', 'Tao', 'Rovero']",[],3,False,False,,False,False,False,True,,False,[],
AR-LSAT,201510_3-G_1_1,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"['Villas', 'White', 'Stanton', 'Peters', 'Quinn', 'Tao', 'Rovero']",[],3,False,False,,False,False,False,True,,False,[],
AR-LSAT,201510_3-G_1_1,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,3,[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201510_3-G_1_1,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_3_12,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_3_12,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"L, P, S, R, O, T, F, H",[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_4_22,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
